Id,Show,EpId,ClipId,Start,Stop,Unsure,PoorAudioQuality,Prolongation,Block,SoundRep,WordRep,DifficultToUnderstand,Interjection,NoStutteredWords,NaturalPause,Music,NoSpeech,Image_Path
74,HeStutters,1,33,31802080,31850080,0,0,0,1,3,0,0,0,0,0,0,0,D:/spectrograms/HeStutters_1_33_spec.png
75,HeStutters,1,34,31838240,31886240,0,0,0,0,1,1,1,1,1,0,0,0,D:/spectrograms/HeStutters_1_34_spec.png
76,HeStutters,1,35,31881600,31929600,0,0,1,1,2,0,1,0,0,0,0,0,D:/spectrograms/HeStutters_1_35_spec.png
77,HeStutters,1,36,31917440,31965440,0,0,0,1,0,0,0,3,2,0,0,0,D:/spectrograms/HeStutters_1_36_spec.png
78,HeStutters,1,37,5095680,5143680,0,0,0,2,3,0,1,1,0,0,0,0,D:/spectrograms/HeStutters_1_37_spec.png
79,HeStutters,1,38,31963680,32011680,0,0,0,1,0,0,0,0,2,0,0,0,D:/spectrograms/HeStutters_1_38_spec.png
80,HeStutters,1,39,32034720,32082720,0,0,0,1,1,0,0,2,1,1,0,0,D:/spectrograms/HeStutters_1_39_spec.png
81,HeStutters,1,40,32086560,32134560,0,0,2,1,0,0,2,0,0,0,0,0,D:/spectrograms/HeStutters_1_40_spec.png
82,HeStutters,1,41,32346240,32394240,0,1,2,1,0,0,0,1,1,0,0,0,D:/spectrograms/HeStutters_1_41_spec.png
83,HeStutters,1,42,32392000,32440000,0,0,1,1,3,1,1,0,0,0,0,0,D:/spectrograms/HeStutters_1_42_spec.png
84,HeStutters,1,43,32695840,32743840,0,0,0,1,0,0,0,3,2,2,0,0,D:/spectrograms/HeStutters_1_43_spec.png
85,HeStutters,1,44,32728480,32776480,0,0,0,1,0,0,1,0,2,1,0,0,D:/spectrograms/HeStutters_1_44_spec.png
86,HeStutters,1,45,32800640,32848640,0,0,1,0,2,0,1,0,0,0,0,0,D:/spectrograms/HeStutters_1_45_spec.png
87,HeStutters,1,46,32841920,32889920,0,0,0,2,2,0,1,0,1,0,0,1,D:/spectrograms/HeStutters_1_46_spec.png
88,HeStutters,1,47,33042240,33090240,0,1,0,1,0,0,2,1,2,0,0,0,D:/spectrograms/HeStutters_1_47_spec.png
89,HeStutters,1,48,33092160,33140160,0,0,1,0,1,1,1,1,0,0,0,0,D:/spectrograms/HeStutters_1_48_spec.png
90,HeStutters,1,49,33136160,33184160,0,0,0,2,2,0,0,0,0,0,0,0,D:/spectrograms/HeStutters_1_49_spec.png
91,HeStutters,1,50,33175200,33223200,0,0,0,1,2,0,0,1,1,2,0,0,D:/spectrograms/HeStutters_1_50_spec.png
92,HeStutters,1,51,33325280,33373280,0,0,0,1,0,3,0,0,0,0,0,0,D:/spectrograms/HeStutters_1_51_spec.png
93,HeStutters,1,52,33372160,33420160,0,0,0,0,0,0,0,0,3,2,0,0,D:/spectrograms/HeStutters_1_52_spec.png
94,HeStutters,1,53,34068000,34116000,0,0,2,2,0,0,1,0,0,0,0,0,D:/spectrograms/HeStutters_1_53_spec.png
95,HeStutters,1,54,34100800,34148800,0,0,3,0,1,0,1,0,0,0,0,0,D:/spectrograms/HeStutters_1_54_spec.png
96,HeStutters,1,55,34145280,34193280,0,0,0,1,0,0,2,0,2,0,0,0,D:/spectrograms/HeStutters_1_55_spec.png
97,HeStutters,1,56,34184480,34232480,0,1,0,0,2,0,1,0,1,0,0,0,D:/spectrograms/HeStutters_1_56_spec.png
98,HeStutters,1,57,5247680,5295680,0,0,1,0,2,0,0,0,1,1,0,0,D:/spectrograms/HeStutters_1_57_spec.png
99,HeStutters,1,58,5284000,5332000,0,0,0,0,0,1,1,0,2,1,0,0,D:/spectrograms/HeStutters_1_58_spec.png
100,HeStutters,1,59,34259040,34307040,0,0,1,0,0,0,0,2,2,0,0,0,D:/spectrograms/HeStutters_1_59_spec.png
101,HeStutters,1,60,34295840,34343840,0,0,1,1,2,0,1,0,0,0,0,0,D:/spectrograms/HeStutters_1_60_spec.png
102,HeStutters,1,61,34837280,34885280,0,0,0,1,3,0,1,2,0,0,0,0,D:/spectrograms/HeStutters_1_61_spec.png
103,HeStutters,1,62,34880640,34928640,0,1,0,3,1,1,3,0,0,0,0,0,D:/spectrograms/HeStutters_1_62_spec.png
104,HeStutters,1,63,34995840,35043840,0,0,2,1,0,0,0,0,0,0,0,0,D:/spectrograms/HeStutters_1_63_spec.png
105,HeStutters,1,64,35047520,35095520,0,0,0,0,0,0,0,0,3,0,0,1,D:/spectrograms/HeStutters_1_64_spec.png
106,HeStutters,1,65,35435840,35483840,0,0,0,2,1,3,0,0,0,0,0,0,D:/spectrograms/HeStutters_1_65_spec.png
107,HeStutters,1,66,35470560,35518560,0,0,1,0,0,0,0,0,2,0,0,0,D:/spectrograms/HeStutters_1_66_spec.png
108,HeStutters,1,67,35897120,35945120,0,0,0,1,2,0,0,1,0,0,0,0,D:/spectrograms/HeStutters_1_67_spec.png
109,HeStutters,1,68,35930720,35978720,0,1,0,1,0,0,1,0,2,0,0,0,D:/spectrograms/HeStutters_1_68_spec.png
110,HeStutters,1,69,36596000,36644000,0,0,1,1,0,0,1,2,2,1,0,0,D:/spectrograms/HeStutters_1_69_spec.png
111,HeStutters,1,70,36630240,36678240,0,0,0,2,2,0,0,3,0,0,0,0,D:/spectrograms/HeStutters_1_70_spec.png
112,HeStutters,1,71,37078240,37126240,0,0,0,0,0,3,1,0,0,0,0,0,D:/spectrograms/HeStutters_1_71_spec.png
113,HeStutters,1,72,37112320,37160320,0,0,3,2,0,0,2,0,0,0,0,0,D:/spectrograms/HeStutters_1_72_spec.png
114,HeStutters,1,73,37220480,37268480,0,0,0,1,0,1,1,0,1,0,0,0,D:/spectrograms/HeStutters_1_73_spec.png
115,HeStutters,1,74,37266560,37314560,0,0,1,2,1,0,3,1,0,0,0,0,D:/spectrograms/HeStutters_1_74_spec.png
116,HeStutters,1,75,37930720,37978720,0,0,0,3,2,0,0,0,0,0,0,0,D:/spectrograms/HeStutters_1_75_spec.png
117,HeStutters,1,76,37967840,38015840,0,0,0,1,0,0,1,3,2,0,0,0,D:/spectrograms/HeStutters_1_76_spec.png
118,HeStutters,1,77,38740320,38788320,0,0,0,2,1,0,0,0,0,0,0,0,D:/spectrograms/HeStutters_1_77_spec.png
119,HeStutters,1,78,38775520,38823520,0,0,0,1,0,0,0,0,2,1,0,0,D:/spectrograms/HeStutters_1_78_spec.png
120,HeStutters,1,79,5950880,5998880,0,0,0,1,0,0,1,1,2,2,0,0,D:/spectrograms/HeStutters_1_79_spec.png
121,HeStutters,1,80,6016640,6064640,0,0,0,1,0,3,0,1,0,0,0,0,D:/spectrograms/HeStutters_1_80_spec.png
122,HeStutters,1,81,38885920,38933920,0,0,1,1,1,0,1,1,0,0,0,0,D:/spectrograms/HeStutters_1_81_spec.png
123,HeStutters,1,82,38922880,38970880,0,0,2,2,2,0,0,0,0,0,0,0,D:/spectrograms/HeStutters_1_82_spec.png
124,HeStutters,1,83,38993440,39041440,0,2,1,0,0,0,0,0,2,0,0,0,D:/spectrograms/HeStutters_1_83_spec.png
125,HeStutters,1,84,39042720,39090720,1,1,0,1,0,0,0,0,1,0,0,2,D:/spectrograms/HeStutters_1_84_spec.png
126,HeStutters,1,85,39087040,39135040,0,0,0,0,0,3,0,1,0,0,0,0,D:/spectrograms/HeStutters_1_85_spec.png
127,HeStutters,1,86,39507680,39555680,0,0,2,0,0,0,0,0,1,1,0,0,D:/spectrograms/HeStutters_1_86_spec.png
128,HeStutters,1,87,39564320,39612320,0,0,0,2,0,0,0,0,1,1,0,0,D:/spectrograms/HeStutters_1_87_spec.png
129,HeStutters,1,88,39631040,39679040,0,0,0,0,2,0,0,1,1,0,0,0,D:/spectrograms/HeStutters_1_88_spec.png
130,HeStutters,1,89,39713600,39761600,0,0,1,0,0,0,1,0,2,1,0,1,D:/spectrograms/HeStutters_1_89_spec.png
131,HeStutters,1,90,39763040,39811040,1,1,1,0,0,0,2,1,1,0,0,0,D:/spectrograms/HeStutters_1_90_spec.png
132,HeStutters,1,91,39817440,39865440,0,0,2,0,1,0,0,0,0,0,0,0,D:/spectrograms/HeStutters_1_91_spec.png
133,HeStutters,1,92,39910240,39958240,0,0,0,1,1,0,1,0,1,0,0,0,D:/spectrograms/HeStutters_1_92_spec.png
134,HeStutters,1,93,39942720,39990720,0,0,0,0,0,0,1,1,3,1,0,0,D:/spectrograms/HeStutters_1_93_spec.png
135,HeStutters,1,94,39987680,40035680,0,0,0,0,0,0,1,0,3,0,0,0,D:/spectrograms/HeStutters_1_94_spec.png
136,HeStutters,1,95,40041440,40089440,0,0,0,0,0,0,1,0,3,0,0,0,D:/spectrograms/HeStutters_1_95_spec.png
137,HeStutters,1,96,6270720,6318720,0,0,0,1,2,0,0,0,0,0,0,0,D:/spectrograms/HeStutters_1_96_spec.png
138,HeStutters,1,97,6303360,6351360,0,0,1,0,0,0,1,0,2,0,0,0,D:/spectrograms/HeStutters_1_97_spec.png
139,HeStutters,1,98,40073280,40121280,0,0,0,0,0,3,0,0,0,0,0,0,D:/spectrograms/HeStutters_1_98_spec.png
140,HeStutters,1,99,40635200,40683200,0,0,1,0,0,0,0,1,2,1,0,0,D:/spectrograms/HeStutters_1_99_spec.png
141,HeStutters,1,100,40669920,40717920,0,0,0,0,2,2,0,0,0,0,0,0,D:/spectrograms/HeStutters_1_100_spec.png
142,HeStutters,1,101,40904160,40952160,0,0,2,1,0,0,0,1,0,0,0,0,D:/spectrograms/HeStutters_1_101_spec.png
143,HeStutters,1,102,40941760,40989760,0,0,1,1,0,0,1,0,1,2,0,0,D:/spectrograms/HeStutters_1_102_spec.png
144,HeStutters,1,103,41236960,41284960,0,0,0,0,0,0,0,2,3,0,0,0,D:/spectrograms/HeStutters_1_103_spec.png
145,HeStutters,1,104,41306560,41354560,0,0,0,0,0,3,1,1,0,1,0,1,D:/spectrograms/HeStutters_1_104_spec.png
146,HeStutters,1,105,6492320,6540320,0,0,0,0,2,0,0,0,1,0,0,0,D:/spectrograms/HeStutters_1_105_spec.png
147,HeStutters,1,106,6530560,6578560,0,0,0,3,0,0,3,0,0,0,0,0,D:/spectrograms/HeStutters_1_106_spec.png
148,HeStutters,1,107,6638560,6686560,0,0,0,0,0,0,0,0,3,0,0,0,D:/spectrograms/HeStutters_1_107_spec.png
149,HeStutters,1,108,6675360,6723360,0,0,1,1,0,0,0,0,1,1,0,0,D:/spectrograms/HeStutters_1_108_spec.png
150,HeStutters,1,109,6978880,7026880,0,0,0,2,0,0,0,3,1,2,0,0,D:/spectrograms/HeStutters_1_109_spec.png
151,HeStutters,1,110,7013120,7061120,0,0,0,0,0,0,0,0,3,1,0,0,D:/spectrograms/HeStutters_1_110_spec.png
152,HeStutters,1,111,7108160,7156160,0,0,0,0,0,1,1,2,2,0,0,0,D:/spectrograms/HeStutters_1_111_spec.png
153,HeStutters,1,112,7141120,7189120,0,1,3,1,0,0,1,0,0,0,0,0,D:/spectrograms/HeStutters_1_112_spec.png
154,HeStutters,1,113,7456800,7504800,0,0,0,1,0,0,0,0,2,0,0,0,D:/spectrograms/HeStutters_1_113_spec.png
155,HeStutters,1,114,7494880,7542880,0,0,0,0,1,0,1,0,2,0,0,0,D:/spectrograms/HeStutters_1_114_spec.png
156,HeStutters,1,115,2648640,2696640,0,0,0,0,1,2,0,0,0,0,0,0,D:/spectrograms/HeStutters_1_115_spec.png
157,HeStutters,1,116,2704800,2752800,0,0,2,1,2,0,0,0,0,1,0,0,D:/spectrograms/HeStutters_1_116_spec.png
158,HeStutters,1,117,7921280,7969280,0,0,0,1,0,0,1,0,2,1,0,0,D:/spectrograms/HeStutters_1_117_spec.png
159,HeStutters,1,118,7956000,8004000,0,0,2,0,0,0,0,3,1,1,0,0,D:/spectrograms/HeStutters_1_118_spec.png
160,HeStutters,1,119,8123040,8171040,0,0,0,1,0,0,2,0,2,0,0,0,D:/spectrograms/HeStutters_1_119_spec.png
161,HeStutters,1,120,8170240,8218240,0,0,1,0,0,3,0,0,0,0,0,0,D:/spectrograms/HeStutters_1_120_spec.png
162,HeStutters,1,121,8976480,9024480,0,0,0,0,0,0,0,3,3,1,0,0,D:/spectrograms/HeStutters_1_121_spec.png
163,HeStutters,1,122,9014560,9062560,0,0,0,1,0,0,0,0,2,0,0,0,D:/spectrograms/HeStutters_1_122_spec.png
164,HeStutters,1,123,9140640,9188640,0,1,1,1,0,0,2,0,2,0,0,0,D:/spectrograms/HeStutters_1_123_spec.png
165,HeStutters,1,124,9187840,9235840,0,0,0,0,1,0,0,0,2,0,0,2,D:/spectrograms/HeStutters_1_124_spec.png
166,HeStutters,1,125,9227520,9275520,0,0,0,2,2,0,0,0,0,0,0,0,D:/spectrograms/HeStutters_1_125_spec.png
167,HeStutters,1,126,9375360,9423360,0,1,0,0,0,0,1,1,3,0,0,0,D:/spectrograms/HeStutters_1_126_spec.png
168,HeStutters,1,127,9410720,9458720,0,0,0,0,3,1,0,0,0,0,0,0,D:/spectrograms/HeStutters_1_127_spec.png
169,HeStutters,1,128,9708320,9756320,0,0,1,1,0,0,0,0,1,1,0,0,D:/spectrograms/HeStutters_1_128_spec.png
170,HeStutters,1,129,9746240,9794240,0,1,2,2,2,0,2,0,0,0,0,0,D:/spectrograms/HeStutters_1_129_spec.png
171,HeStutters,1,130,10119040,10167040,0,0,0,1,1,0,1,0,2,0,0,0,D:/spectrograms/HeStutters_1_130_spec.png
172,HeStutters,1,131,10160800,10208800,0,0,0,0,0,0,0,0,3,1,0,0,D:/spectrograms/HeStutters_1_131_spec.png
173,HeStutters,1,132,10280320,10328320,0,0,0,2,0,0,0,0,1,0,0,0,D:/spectrograms/HeStutters_1_132_spec.png
174,HeStutters,1,133,10518720,10566720,0,0,1,3,0,1,0,2,0,0,0,0,D:/spectrograms/HeStutters_1_133_spec.png
175,HeStutters,1,134,10564160,10612160,0,0,1,1,0,0,0,0,2,0,0,0,D:/spectrograms/HeStutters_1_134_spec.png
176,HeStutters,1,135,2934400,2982400,0,0,1,1,1,0,0,3,1,0,0,0,D:/spectrograms/HeStutters_1_135_spec.png
177,HeStutters,1,136,2978720,3026720,0,0,0,2,0,0,2,0,2,1,0,0,D:/spectrograms/HeStutters_1_136_spec.png
178,HeStutters,1,137,12466240,12514240,0,0,2,1,2,0,0,0,0,0,0,0,D:/spectrograms/HeStutters_1_137_spec.png
179,HeStutters,1,138,12512000,12560000,0,0,1,1,0,0,2,0,1,0,0,0,D:/spectrograms/HeStutters_1_138_spec.png
180,HeStutters,1,139,12786880,12834880,0,0,0,1,0,0,1,0,2,0,0,0,D:/spectrograms/HeStutters_1_139_spec.png
181,HeStutters,1,140,12821920,12869920,0,0,2,0,0,0,0,0,2,0,0,0,D:/spectrograms/HeStutters_1_140_spec.png
182,HeStutters,1,141,12866400,12914400,0,0,0,1,0,0,1,0,2,0,0,0,D:/spectrograms/HeStutters_1_141_spec.png
183,HeStutters,1,142,12901440,12949440,0,0,1,1,0,0,0,0,1,0,0,0,D:/spectrograms/HeStutters_1_142_spec.png
184,HeStutters,1,143,12980800,13028800,0,0,0,0,0,1,1,3,2,0,0,0,D:/spectrograms/HeStutters_1_143_spec.png
185,HeStutters,1,144,13032640,13080640,0,0,3,0,0,0,1,0,0,0,0,0,D:/spectrograms/HeStutters_1_144_spec.png
186,HeStutters,1,145,13221920,13269920,0,0,1,1,0,0,0,0,1,2,0,0,D:/spectrograms/HeStutters_1_145_spec.png
187,HeStutters,1,146,13257920,13305920,0,0,0,2,0,3,0,1,0,3,0,1,D:/spectrograms/HeStutters_1_146_spec.png
188,HeStutters,1,147,14344000,14392000,0,0,0,2,2,0,1,0,1,1,0,0,D:/spectrograms/HeStutters_1_147_spec.png
189,HeStutters,1,148,14402080,14450080,0,0,3,0,0,0,1,0,0,2,0,0,D:/spectrograms/HeStutters_1_148_spec.png
190,HeStutters,1,149,14726400,14774400,0,0,1,0,0,0,0,0,2,0,0,0,D:/spectrograms/HeStutters_1_149_spec.png
191,HeStutters,1,150,14758560,14806560,0,0,0,2,0,0,0,0,1,0,0,0,D:/spectrograms/HeStutters_1_150_spec.png
192,HeStutters,1,151,14783360,14831360,0,0,0,0,1,0,1,0,2,0,0,0,D:/spectrograms/HeStutters_1_151_spec.png
193,HeStutters,1,152,14980640,15028640,0,0,0,0,0,0,1,0,3,1,0,0,D:/spectrograms/HeStutters_1_152_spec.png
194,HeStutters,1,153,15015200,15063200,0,0,0,0,1,0,1,0,2,0,0,2,D:/spectrograms/HeStutters_1_153_spec.png
195,HeStutters,1,154,15070560,15118560,1,0,1,1,1,0,0,0,1,0,0,0,D:/spectrograms/HeStutters_1_154_spec.png
196,HeStutters,1,155,15124320,15172320,0,0,0,0,3,0,0,0,0,1,0,0,D:/spectrograms/HeStutters_1_155_spec.png
197,HeStutters,1,156,3482240,3530240,0,0,1,1,1,0,0,0,0,0,0,0,D:/spectrograms/HeStutters_1_156_spec.png
198,HeStutters,1,157,3516640,3564640,0,0,0,2,2,1,0,1,0,0,0,0,D:/spectrograms/HeStutters_1_157_spec.png
199,HeStutters,1,158,15173440,15221440,0,0,0,0,2,2,0,0,0,0,0,0,D:/spectrograms/HeStutters_1_158_spec.png
200,HeStutters,1,159,15205760,15253760,0,0,2,2,1,0,0,0,0,1,0,0,D:/spectrograms/HeStutters_1_159_spec.png
201,HeStutters,1,160,15252000,15300000,0,0,2,2,1,0,0,1,1,0,0,0,D:/spectrograms/HeStutters_1_160_spec.png
202,HeStutters,1,161,15289600,15337600,0,0,3,0,2,0,0,0,0,0,0,0,D:/spectrograms/HeStutters_1_161_spec.png
